Data da Pesquisa,Video ID,Channel Title,Title,Published At,Tags,Thumbnails,Category ID,Duration,View Count,Like Count,Dislike Count,Comment Count
14/05/2024,FaiAIkMQhMQ,DougDougDoug,I downloaded Microsoft Flight Sim (NOT CLICKBAIT),2024-05-12T19:00:06Z,"DougDoug,DougDoug's Leftovers,DougDoug Youtube,DougDoug second channel,dougdoug stream highlights,dougdoug twitch,dougdoug twitch highlights,dougdoug stream,twitch,twitch chat,twitch plays,DougDougDoug,DougDougDoug Youtube,microsoft flight sim,flight simulator",https://i.ytimg.com/vi/FaiAIkMQhMQ/default.jpg,20,PT16M46S,478768,33754,0,1484
14/05/2024,qLsgDzpewII,AntsCanada,What Happened After Creating a Storm In My Giant Rainforest Vivarium,2024-05-12T15:39:04Z,"ants,pets,terrarium,ant farm,antfarm,antscanada,animals,insects,exotic pets,myrmecology,science,education,ecosystem",https://i.ytimg.com/vi/qLsgDzpewII/default.jpg,15,PT30M12S,591008,31134,0,4119
14/05/2024,dnxcaQNN9d4,Settled,I've survived 186 hours with 1 HP on Runescape,2024-05-12T19:28:42Z,"Mory,Morytania,Area,Maxing,Max,OSRS,UIM,End,Game,Ultimate,Ironman,Old,School,Runescape,RS3,Settled,Settledrs,Progress,Video,Tricks,Tips,Bossing,Skilling,2007,2007Scape,Dream,Gear,Items,Boss,Episode,Settled UIM,UIM Settled,OSRS Settled,Morytania UIM,Morytania Ironman,Mory Ironman,Maxed UIM,UIM Maxing",https://i.ytimg.com/vi/dnxcaQNN9d4/default.jpg,20,PT16M28S,425372,21037,0,921
14/05/2024,qytLDHSi7Mw,Antonio Garza,Why i Quit Youtube…,2024-05-12T22:13:54Z,,https://i.ytimg.com/vi/qytLDHSi7Mw/default.jpg,24,PT14M52S,339745,47412,0,3665
14/05/2024,_JWGVXtbRPk,Diesel Creek,Cleaning up an Abandon Barn! (Rotting for 10+ years),2024-05-12T11:22:52Z,"Barn,Farm,heavy equipment,construction,digger,diesel,Cummins,homestead,building,caterpillar,cat,Volvo,JCB,case,excavator,loader,outdoors,nature,freedom,green,Enviromental,hippie,old soul,farm,woods,forest,Farming,Komatsu,cows,livestock,USA,America",https://i.ytimg.com/vi/_JWGVXtbRPk/default.jpg,2,PT51M,458732,53391,0,1998
14/05/2024,Aqb0dka7--c,Stay Wild,CAKE or REAL Challenge! (Impossible),2024-05-12T18:52:25Z,"Ben Azelart,Brent Rivera,Pierson Wodzynski,StayWild,Stay Wild,Ben Azelart Podcast,Lexi Rivera,Lexi Hensler,Stokes Twins,Alan Stokes,Alex Stokes,Jeremy Hutchins,Sofie Dossi,Dom Brack,Amp Squad,TikTok,Bexi,Brierson,Lexi Rivera Boyfriend,Ben Azelart Girlfriend,Ben and Lexi,Brent and Pierson,Andrew Davila,Cam Huff,Dereks Days,Stay Wild Vlogs,real or cake,cake",https://i.ytimg.com/vi/Aqb0dka7--c/default.jpg,24,PT37M52S,2319765,34116,0,3275
15/05/2024,TCwmXY_f-e0,Prime Video,The Lord of The Rings: The Rings of Power - Official Teaser Trailer | Prime Video,2024-05-14T13:30:12Z,"LOTR,amazon,amazon lord of the rings,amazon prime,amazon prime video,amazon studios,epic,fantasy,fantasy series,lord of the rings,lord of the rings season 2,lord of the rings trailer,lord of the rings tv series,lord of the rings tv show,lotr on prime,middle earth,middle-earth,prime video,prime video lord of the rings,rings of power,tolkien,tv series,tv series 2024,the lord of the rings rings of power,prime video rings of power,the rings of power season 2",https://i.ytimg.com/vi/TCwmXY_f-e0/default.jpg,1,PT1M44S,3568925,66442,0,18594
15/05/2024,YN2H_sKcmGw,Max,House of the Dragon Season 2 | Official Trailer | Max,2024-05-14T15:05:37Z,"max,hbo max,hbo,max originals,max streaming,max service,max app,max videos,max trailer,max teaser,max clip,hbo originals,house of the dragon,HOTD S2,GoT,house targaryen,house of the dragon season 2,house of the dragon trailer,rhaenyra targaryen,daemon targaryen,matt smith,emma 'd'arcy,alicent hightower,olivia cooke,dragons,targaryen dragons,game of thrones,house of the dragon new season,house of the dragon season 2 trailer,HOTD trailer,ASOIAF",https://i.ytimg.com/vi/YN2H_sKcmGw/default.jpg,24,PT2M37S,2397799,109637,0,6026
15/05/2024,O5QnbOrE4dw,not Otzdarva,"New Killer Vecna ""The Lich"" (Mori, Power, Map, Perks...) | Dead by Daylight PTB",2024-05-14T18:02:04Z,"otzdarva,otz,dbd,dead by daylight,killer build,best perks,best add-ons,killer,the unknown,mikaela,sable ward,new survivor",https://i.ytimg.com/vi/O5QnbOrE4dw/default.jpg,20,PT34M42S,535259,24893,0,1869
15/05/2024,_9Dz65X-kAk,Heimler's History,AP World History Livestream REVIEW—Units 7-9 (90 minutes),2024-05-15T03:25:21Z,,https://i.ytimg.com/vi/_9Dz65X-kAk/default.jpg,27,PT3H18M45S,167806,4989,0,182
15/05/2024,f7RdZNrO21k,The Pivot Podcast,"Tom Brady on football journey, life after the rings, lessons, being a dad & self growth | The Pivot",2024-05-14T16:00:06Z,"pivot,the pivot,the pivot podcast,football podcast,sports podcast,channing crowder,fred taylor,ryan clark,channing crowder podcast,fred taylor podcast,ryan clark podcast,nfl,football,super bowl,super bowl 2024,super bowl podcast,nfl 2024,espn,ryan clark espn,new heights,pardon my take,pat mcafee show,bussin with the boys,lets go tom brady,the herd with colin,around the nfl,nfl draft,nfl news,nfl highlights",https://i.ytimg.com/vi/f7RdZNrO21k/default.jpg,17,PT56M21S,364870,16741,0,1296
15/05/2024,9wf0k9nGs3k,Peso Pluma,"LA DURANGO (Video Oficial) - Peso Pluma, Junior H, Eslabón Armado",2024-05-15T00:00:07Z,"Peso Pluma,PP,Peso,La Doble P,Pura doble P,Double P,Double P Records,Prajin,Prajin Music,corridos,La Durango,corridos bélicos,corridos belicos,corridos tumbados,musica mexicana,música mexicana,mexican music,regional mexicano",https://i.ytimg.com/vi/9wf0k9nGs3k/default.jpg,10,PT4M36S,542405,57783,0,3176
15/05/2024,Z7drTLdPmbo,Anthony Po,HELLO,2024-05-14T21:30:04Z,"funny,anthpo,college,university,challenge,top comment,i will do whatever the top comment says,anthony po,may 14,youtubers quit,goodbye,commentary",https://i.ytimg.com/vi/Z7drTLdPmbo/default.jpg,24,PT2M27S,446090,83788,0,10236
15/05/2024,ajf9eCaGzqk,Beta Squad,LAST TO LEAVE THE PRISON,2024-05-13T17:00:03Z,"Beta Squad,Last To Leave The Prison,Last To Leave Prison,Last To Leave,Last To Leave Challenge,Niko Omilana,Chunkz,King Kenny,AJ Shabeel,Sharky,Prison Challenge,Trapped In Prison",https://i.ytimg.com/vi/ajf9eCaGzqk/default.jpg,24,PT1H39M31S,3863744,152772,0,9490
15/05/2024,RU1QyAYa60g,Francis Ford Coppola ,Megalopolis - Teaser Trailer,2024-05-14T04:24:36Z,,https://i.ytimg.com/vi/RU1QyAYa60g/default.jpg,22,PT1M32S,1377010,44969,0,3076
15/05/2024,0AK4Oy5t89k,Theo Von Clips,Nikki Glaser Shares Secrets From the Roast of Tom Brady,2024-05-14T20:44:36Z,"Theo von,this past weekend,theo von podcast,this past weekend podcast,tpw,joe rogan,joe rogan experience,jre,joe rogan podcast,brendan schaub,bryan callen,the fighter and the kid,below the belt,tfatk,theo von brendan schaub,king and the sting,king and the sting podcast,chris delia,chris delia podcast,joey diaz,bert kreischer,tom segura,bobby lee,tigerbelly,Clip,Highlight,Theo Von Clip,Theo Von Highlight,Congratulations",https://i.ytimg.com/vi/0AK4Oy5t89k/default.jpg,23,PT17M58S,256424,3994,0,633
15/05/2024,XlaIIiN2_Fs,Dylan Is In Trouble,Watching ONLY the FIRST and LAST Episode of *BRIDGERTON* (season 2),2024-05-14T16:00:33Z,,https://i.ytimg.com/vi/XlaIIiN2_Fs/default.jpg,24,PT33M32S,458377,39465,0,2497
15/05/2024,tq2HmozH_5Y,Puri Jagannadh,Double ISMART Teaser ( Telugu) | Ram Pothineni | Sanjay Dutt | Puri Jagannadh | Charmme Kaur |,2024-05-15T04:33:04Z,"doubleismart teaser,doubleismart teaser (telugu),double ismart teaser,double ismart latest update,double ismart movie latest update,double ismart songs,double ismart movie,double ismart update,double ismart video songs,double ismart movie songs,double ismart shankar movie update,double ismart shooting update,puri jagannadh,rampothineni,puri jagannadh double ismart teaser,ram pothineni double ismart teaser,ram pothineni",https://i.ytimg.com/vi/tq2HmozH_5Y/default.jpg,1,PT1M27S,5867230,196306,0,3549
15/05/2024,bfSzlgRZ-Xg,Forrest Galante,Tasmanian Tiger Caught on Camera? (New 2024),2024-05-14T18:00:55Z,"nature,wildlife,forrest galante,Joe rogan,coyote peterson,brave wilderness,wild animals,animal planet,extinct or alive,extinct or alive forrest galante,extinct or alive full episodes,extinct or alive cape lion,extinct or alive game,extinct or alive tortoise,extinct or alive season 3,extinct or alive tasmanian tiger,extinct or alive full episode thylacine,tasmanian tiger,thylacine sighting,tasmanian tiger footage,thylacine footage,extinct or alive leopard",https://i.ytimg.com/vi/bfSzlgRZ-Xg/default.jpg,15,PT55M55S,261256,13755,0,6421
15/05/2024,S_Pkse3pvMM,Bionic,I Cheated with //ANIME in Build Battle,2024-05-15T00:00:17Z,"minecraft,I Cheated with //ANIME in Build Battle,build battle,minecraft build battle,i cheated in build battle,bionic,bionic build battle,anime,minecraft anime,challenge,family friendly",https://i.ytimg.com/vi/S_Pkse3pvMM/default.jpg,20,PT40M59S,251866,11026,0,1527
15/05/2024,dcizzog5WBo,Dead by Daylight,Dead by Daylight | Dungeons & Dragons | Official Trailer,2024-05-14T15:38:52Z,"dead by daylight,dbd,behaviour interactive,bhvr,slasher game,survival horror",https://i.ytimg.com/vi/dcizzog5WBo/default.jpg,20,PT1M47S,299854,14391,0,1264
15/05/2024,DfV6YffQ6sY,TaylorMade Golf,Tiger Woods' Driver Clinic With Rory McIlroy and Nelly Korda | TaylorMade Golf,2024-05-14T19:59:36Z,"taylormadegolf,golf",https://i.ytimg.com/vi/DfV6YffQ6sY/default.jpg,17,PT16M47S,277630,6827,0,391
15/05/2024,xUy1FxTBUno,Hulu,Only Murders in the Building | Season 4 Teaser | Hulu,2024-05-14T21:02:52Z,"hulu,disney,hulu shows,hulu tv,hulu tv shows,disney streaming,disney hulu,tv on hulu,shows on hulu,hulu youtube,only murders in the building hulu,only murders in the building season 4,only murders in the building,Steve Martin,Martin Short,Selena Gomez,Amy Ryan,Cara Delevingne,Charles,Oliver,Mabel,Sazz Pataki,only murders in the building teaser,omitb teaser,omitb season 4,omitb selena gomez,omitb season 4 trailer,omitb trailer,omitb hulu",https://i.ytimg.com/vi/xUy1FxTBUno/default.jpg,24,PT1M32S,166135,3767,0,154
15/05/2024,Hvr_TuUkh0A,CouRage Gaming,Ranked Fortnite Hide & Seek!,2024-05-14T21:00:08Z,"CouRage,CoD CouRage,Caster CouRage,Jack CouRage Dunlop,Jack Dunlop CouRage,Funny CouRage Moments,CouRageJD,TwitchTV,Twitch CouRageJD,Fortnite,Fortnite Battle Royale,Funny,Humor,Fails,Gaming,Streaming,Fortnite Fails,Funny Fortnite Game,Pro Fortnite Player,Battle Royale,CouRage Fortnite,Fortnite Ranked,Ranked Fortnite Hide & Seek,Fortnite Hide & Seek",https://i.ytimg.com/vi/Hvr_TuUkh0A/default.jpg,20,PT16M6S,265914,8134,0,349
15/05/2024,TfddhM-LMnc,Nerd of the Rings,Rings of Power Season 2 Teaser BREAKDOWN,2024-05-14T21:31:17Z,"tolkien,lord of the rings,lotr,hobbit,the hobbit,nerd of the rings,silmarillion,rings of power,rings of power teaser,rings of power breakdown,rings of power teaser breakdown,middle earth,lord of the rings lore,rings of power lore",https://i.ytimg.com/vi/TfddhM-LMnc/default.jpg,24,PT25M21S,179377,8094,0,1753
15/05/2024,DQacCB9tDaw,OpenAI,Introducing GPT-4o,2024-05-13T17:45:43Z,,https://i.ytimg.com/vi/DQacCB9tDaw/default.jpg,28,PT26M13S,3113716,93503,0,0
15/05/2024,ILqY2IvNMXc,PointCrow,"Mario Kart, but My Heart Rate Controls My Game Speed",2024-05-14T16:43:28Z,"pointcrow,point crow,pointcrow mario kart,point crow mario kart,mario kart,mario kart wii,wii,nintendo,mario kart 8,mario kart 8 deluxe,mario kart challenge,mario challenge,challenge,can you beat,gaming,gameplay,gaming challenge,nintendo challenge,pointcrow challenge,heart rate,mario kart heart rate,pointcrow heart rate,point crow heart rate,heart rate challenge,mario kart heart rate game speed,mario kart speed,mario kart game speed,mario,kart",https://i.ytimg.com/vi/ILqY2IvNMXc/default.jpg,20,PT19M48S,325532,19045,0,467
15/05/2024,oOckVxc47tg,TheMacLife,Mike Tyson vs. Jake Paul: Tyson Laughs In Jake's Face | Face Off,2024-05-13T22:16:36Z,,https://i.ytimg.com/vi/oOckVxc47tg/default.jpg,17,PT2M33S,976572,4470,0,1888
15/05/2024,ZVwTX6WP-MM,Chance The Rapper,"Chance The Rapper, DJ Premier - Together (2024) | [Official Music Video]",2024-05-14T23:08:35Z,"Chance the rapper,star line,together,dj premier,chance,hip hop,new music,new hip hop,new rap,rap,star line gallery,sample,soul sample,vic mensa,the highs and the lows,yah know,buried alive,coloring book,acid rap,ten day,chicago rap,music videos,chance the rapper new music,2024,new album,chance the rapper album,rap beef,family,family video,vhs footage",https://i.ytimg.com/vi/ZVwTX6WP-MM/default.jpg,10,PT3M3S,145894,18277,0,1209
15/05/2024,9YEfRYKRr8s,Dead by Daylight,Dead by Daylight | Castlevania | Teaser,2024-05-14T16:43:27Z,"dead by daylight,dbd,behaviour interactive,bhvr,slasher game,survival horror",https://i.ytimg.com/vi/9YEfRYKRr8s/default.jpg,20,PT34S,258540,14701,0,1303
15/05/2024,PE89NysJEUY,CNET,Google I/O 2024: Everything Revealed in 12 Minutes,2024-05-14T20:05:37Z,"CNET,Technology,tech,Google,Google IO,Google Gemini,Google AI,AI,artificial intelligence,Google Developers Conference,Google IO 2024,Sundar Pichai,Google Keynote,Google IO Keynote,Google IO announcement,Google Veo,Project Astra,Google Gems,Veo Generative AI Video Model,Google IO highlights",https://i.ytimg.com/vi/PE89NysJEUY/default.jpg,28,PT11M27S,600131,10167,0,1132
15/05/2024,xkB7wtfit44,FootofaFerret,Bluey Just Did Something Incredible...,2024-05-14T20:05:06Z,"bluey,bluey the sign,bluey sign,bluey the sign full episode,bluey the sign ending,bluey the sign song,bluey the sign reaction,bluey full episodes,bluey theme song,bluey pilot,bluey and bingo,bluey song,bluey intro,bluey episodes,bluey bingo,bluey bandit,bluey chili,bluey serious moments,bluey funny moments,bluey compilation,bluey live show,bluey video essay,bluey analysis,bluey commentary,footofaferret bluey,foafy bluey,footofaferret,foafy",https://i.ytimg.com/vi/xkB7wtfit44/default.jpg,1,PT19M45S,168620,10594,0,556
15/05/2024,ohG_Yr2u2TQ,The Andrew Collette Show,"I 100%'d Super Smash Bros Ultimate, Here's What Happened",2024-05-14T20:27:14Z,"smash bros ultimate,super smash bros,smash bros ultimate intro,super smash bros ultimate gameplay,super smash bros ultimate intro,super smash bros ultimate theme,super smash bros ultimate ost,super smash bros ultimate trailer,super smash bros ultimate world of light,world of light,world of light nuzlocke,world of light song,world of light walkthrough,world of light speedrun,world of light alpharad,world of light ending,galeem,dharkon,world of light all bosses",https://i.ytimg.com/vi/ohG_Yr2u2TQ/default.jpg,20,PT59M37S,170625,4879,0,607
15/05/2024,Q2DO3ryk61c,NBC Sports,Tottenham Hotspur v. Manchester City | PREMIER LEAGUE HIGHLIGHTS | 5/14/2024 | NBC Sports,2024-05-14T21:39:51Z,"nbc sports,premier,league,premier league,premier league highlights,english premier league,premier league goals,premier league soccer,english premier league live,2023/24 premier league season,premier league 23/2024,premier league live,english premier league today,matchweek 37,matchweek 37 highlights,man city,hotspur,manchester city,man city goals,man city highlights,haaland goals,erling haaland,manchester city vs tottenham,man city vs tottenham",https://i.ytimg.com/vi/Q2DO3ryk61c/default.jpg,17,PT12M35S,649323,8264,0,988
15/05/2024,AVHuvI0fbTI,WIRED,Psychiatrist Answers Mental Health Questions From Twitter | Tech Support | WIRED,2024-05-14T16:00:18Z,"adhd,anxiety,depression,dr eric bender,dr. eric bender,eric bender,eric bender psychiatrist,innovation,mental health,mental health questions,mental health tech support,ott tech support,psychiatrist,psychiatrist answers,psychiatrist questions,psychiatrist support,psychiatrist wired,psychiatry,psychiatry 101,psychology,science & technology,stress,tech support,wired,wired tech support",https://i.ytimg.com/vi/AVHuvI0fbTI/default.jpg,28,PT19M47S,369980,14354,0,767
15/05/2024,qo4NMDrTMbE,ConepMusicPR,Conep & Anuel AA - Bellakita (Official Video),2024-05-14T16:00:07Z,"Conep,Conepr,Musica,Dynamic Records,laconexion",https://i.ytimg.com/vi/qo4NMDrTMbE/default.jpg,10,PT4M22S,504251,56473,0,3403
15/05/2024,phuiiNCxRMg,SMTOWN,aespa 에스파 'Supernova' MV,2024-05-13T09:00:41Z,"aespa,에스파,æspa,mv,music video,뮤직비디오,카리나,지젤,윈터,닝닝,KARINA,GISELLE,WINTER,NINGNING,슈퍼노바,수퍼노바,아마겟돈,supernova,armageddon,뮤비",https://i.ytimg.com/vi/phuiiNCxRMg/default.jpg,10,PT3M14S,30031851,867683,0,56686
15/05/2024,_wloMt3OLqo,NBA,"#3 TIMBERWOLVES at #2 NUGGETS | FULL GAME 5 HIGHLIGHTS | May 14, 2024",2024-05-15T05:10:43Z,"Basketball,G League,NBA,game-0042300235",https://i.ytimg.com/vi/_wloMt3OLqo/default.jpg,17,PT9M55S,1222569,13456,0,2850
15/05/2024,fzcPmPjTGBI,Alpharad,I turned Mario Wonder into a Nuzlocke,2024-05-13T22:09:38Z,alpharad,https://i.ytimg.com/vi/fzcPmPjTGBI/default.jpg,20,PT30M55S,524095,28523,0,1637
15/05/2024,YP6RI06J7aM,Lyrical Lemonade,Ian - Figure It Out (Official Music Video),2024-05-13T19:00:06Z,"lyrical lemonade,red truck,marshawn lynch,ian ferguson,ian rapper,canada,music video,train videos,snow,canada videos,ian music video,amd visuals,junkyard,reduciano 3d,ian figure it out,figure it out ian,marshawn lynch ian,marshawn lynch music video",https://i.ytimg.com/vi/YP6RI06J7aM/default.jpg,24,PT1M51S,443765,41695,0,3170
15/05/2024,eXjLLzAcvTQ,Deep Pocket Monster,"Collect ALL 1,000+ Pokémon in ONE Binder (GEN 4 *AGAIN* Pokemon Card Challenge)",2024-05-14T23:30:08Z,"pokemon,pokemon cards,pokemon tcg,pat flynn,pokemon pat flynn,deep pocket monster,pokemon card challenge,pokemon challenge,deep pocket monster challenge,24 hour challenge,pokemon challenges,weird pokemon,weird pokemon cards,deep pocket monster mystery box,all pokemon cards,24 hour pokemon challenge,pokemon card opening,every pokemon ever,collecting every pokemon card,pokedex challenge,151 pokemon cards,biggest pokemon card binder,biggest card binder",https://i.ytimg.com/vi/eXjLLzAcvTQ/default.jpg,24,PT28M5S,152641,6823,0,608
15/05/2024,nbu8_43zi1E,LALIGA EA SPORTS,REAL MADRID 5 - 0 DEPORTIVO ALAVÉS | RESUMEN LALIGA EA SPORTS,2024-05-14T21:44:49Z,"liga,laliga,la liga,laliga ea sports,la liga ea sports,liga española,spanish league,resumen,highlights,Real Madrid 5 - 0 Alaves Resumen,Real Madrid 5 - 0 Alaves highlights,Resumen Real Madrid,Highlights Real Madrid,Alaves Resumen,Alaves Highlights,Real Madrid vs Alaves Resumen,Real Madrid vs Alaves highlights,Vinicius Junior goles Alaves,Vini Jr highlights,Vini Jr goles,Bellingham gol,Arda Guler gol,Arda Güler gol,Arda Guler highlights,Courtois Alaves",https://i.ytimg.com/vi/nbu8_43zi1E/default.jpg,17,PT3M19S,2832295,72062,0,1433
15/05/2024,VpXRPrwezQ8,Sexyy Red,"Sexyy Red ""Get It Sexyy"" (Official Video - No Skits)",2024-05-14T22:00:07Z,"sexyy red,sexyy red music videos,sexyy red music,sexy red,pound town,looking for the hoes,hellcats srts,summer walker,nicki minaj,pound town 2,skeeyee,skee yee,hip hop,hiphop,rap music,hip hop music,st louis,hip hop music videos,sexyy red pound town,poundtown,sexyy red skeeyee,sexyy red suki,suki,sexyy red sukihana,sexyy red hood rats,hood rats,hoodrats,saucy santana,sexyy red summer walker,summer walker sexyy red",https://i.ytimg.com/vi/VpXRPrwezQ8/default.jpg,10,PT2M28S,89185,5596,0,431
15/05/2024,MzHCWZB5ZpE,The Verge,Google I/O 2024 keynote in 17 minutes,2024-05-14T22:30:22Z,"Google,google io,google io 2024,google io announcements,ai,gemini,project astra,veo,android,ai assistant,gemini nano ai,android phones,google io keynote,google io biggest announcements,google io supercut,supercut,tech,the verge,verge,i/o,google io highlights,google keynote,tech news,google i/o,technology,what is ai,what is generative ai,ai tutorial,gen ai,google livestream,google ai,gemini google",https://i.ytimg.com/vi/MzHCWZB5ZpE/default.jpg,28,PT17M3S,218964,4568,0,524
15/05/2024,lZL-d9Pcu6E,British Vogue,Bridgerton’s Nicola Coughlan & Luke Newton Take On The Ultimate Afternoon Tea Taste Test,2024-05-14T16:00:12Z,"bridgerton,bridgerton cast,bridgerton new season,bridgerton s3,bridgerton season 3,bridgerton wired autocomplete,bridgerton wired interview,british vogue,luke newton,luke newton and nicola coughlan,luke newton bridgerton,luke newton nicola coughlan,nicola coughlan,nicola coughlan and luke newton,nicola coughlan bridgerton,nicola coughlan interview,nicola coughlan luke newton,vogue,vogue interview",https://i.ytimg.com/vi/lZL-d9Pcu6E/default.jpg,24,PT8M17S,181173,9931,0,283
